URN,LA,Estab,SCHOOLTYPE,NOR,NORG,NORB,PNORG,PNORB,TSENELSE,PSENELSE,TSENELK,PSENELK,NUMEAL,NUMENGFL,NUMUNCFL,PNUMEAL,PNUMENGFL,PNUMUNCFL,NUMFSM,NUMFSMEVER,NORFSMEVER,PNUMFSMEVER
105928,355,3006,State-funded primary,210,102,108,48.6%,51.4%,2,1.0%,28,13.3%,83,127,0,39.5%,60.5%,0.0%,73,76,197,38.6%
105929,355,3008,State-funded primary,395,191,204,48.4%,51.6%,9,2.3%,72,18.2%,64,329,2,16.2%,83.3%,0.5%,79,78,369,21.1%
105930,355,3017,State-funded primary,437,211,226,48.3%,51.7%,15,3.4%,79,18.1%,127,306,4,29.1%,70.0%,0.9%,173,184,411,44.8%
105932,355,3025,State-funded primary,231,112,119,48.5%,51.5%,6,2.6%,38,16.5%,65,166,0,28.1%,71.9%,0.0%,151,137,206,66.5%
105933,355,3030,State-funded primary,471,230,241,48.8%,51.2%,4,0.8%,39,8.3%,37,434,0,7.9%,92.1%,0.0%,31,31,415,7.5%
105934,355,3031,State-funded primary,228,101,127,44.3%,55.7%,4,1.8%,32,14.0%,133,95,0,58.3%,41.7%,0.0%,90,77,205,37.6%
105935,355,3033,State-funded primary,225,106,119,47.1%,52.9%,6,2.7%,34,15.1%,37,188,0,16.4%,83.6%,0.0%,92,82,199,41.2%
105936,355,3034,State-funded primary,225,120,105,53.3%,46.7%,3,1.3%,20,8.9%,6,217,2,2.7%,96.4%,0.9%,80,70,199,35.2%
105937,355,3037,State-funded primary,350,158,192,45.1%,54.9%,4,1.1%,74,21.1%,71,276,3,20.3%,78.9%,0.9%,153,156,325,48.0%
105938,355,3039,State-funded primary,236,120,116,50.8%,49.2%,7,3.0%,61,25.8%,29,207,0,12.3%,87.7%,0.0%,74,68,206,33.0%
105939,355,3040,State-funded primary,235,124,111,52.8%,47.2%,14,6.0%,37,15.7%,6,228,1,2.6%,97.0%,0.4%,47,49,207,23.7%
105940,355,3041,State-funded primary,232,124,108,53.4%,46.6%,2,0.9%,25,10.8%,15,217,0,6.5%,93.5%,0.0%,53,51,206,24.8%
105941,355,3042,State-funded primary,314,159,155,50.6%,49.4%,4,1.3%,95,30.3%,32,278,4,10.2%,88.5%,1.3%,193,173,276,62.7%
105942,355,3043,State-funded primary,210,91,119,43.3%,56.7%,5,2.4%,39,18.6%,16,194,0,7.6%,92.4%,0.0%,42,41,185,22.2%
105944,355,3317,State-funded primary,233,111,122,47.6%,52.4%,18,7.7%,34,14.6%,135,98,0,57.9%,42.1%,0.0%,73,72,209,34.4%
105945,355,3504,State-funded primary,230,115,115,50.0%,50.0%,4,1.7%,26,11.3%,9,220,1,3.9%,95.7%,0.4%,38,35,204,17.2%
105946,355,3506,State-funded primary,427,217,210,50.8%,49.2%,6,1.4%,89,20.8%,53,370,4,12.4%,86.7%,0.9%,154,146,391,37.3%
105948,355,3511,State-funded primary,226,128,98,56.6%,43.4%,4,1.8%,50,22.1%,28,198,0,12.4%,87.6%,0.0%,74,64,197,32.5%
105949,355,3512,State-funded primary,433,216,217,49.9%,50.1%,4,0.9%,54,12.5%,13,420,0,3.0%,97.0%,0.0%,29,29,396,7.3%
105950,355,3513,State-funded primary,239,113,126,47.3%,52.7%,2,0.8%,33,13.8%,19,219,1,7.9%,91.6%,0.4%,37,36,210,17.1%
105951,355,3514,State-funded primary,241,123,118,51.0%,49.0%,3,1.2%,36,14.9%,17,224,0,7.1%,92.9%,0.0%,26,26,214,12.1%
105952,355,3515,State-funded primary,333,170,163,51.1%,48.9%,3,0.9%,43,12.9%,105,228,0,31.5%,68.5%,0.0%,61,61,309,19.7%
105953,355,3516,State-funded primary,239,115,124,48.1%,51.9%,7,2.9%,38,15.9%,34,204,1,14.2%,85.4%,0.4%,21,22,210,10.5%
105954,355,3518,State-funded primary,244,123,121,50.4%,49.6%,5,2.0%,35,14.3%,41,203,0,16.8%,83.2%,0.0%,33,30,214,14.0%
105955,355,3519,State-funded primary,225,120,105,53.3%,46.7%,0,0.0%,51,22.7%,25,200,0,11.1%,88.9%,0.0%,44,41,205,20.0%
105956,355,3520,State-funded primary,232,133,99,57.3%,42.7%,2,0.9%,36,15.5%,57,175,0,24.6%,75.4%,0.0%,62,55,205,26.8%
105957,355,3521,State-funded primary,233,110,123,47.2%,52.8%,3,1.3%,41,17.6%,66,167,0,28.3%,71.7%,0.0%,45,43,207,20.8%
105961,355,3525,State-funded primary,218,95,123,43.6%,56.4%,7,3.2%,43,19.7%,32,186,0,14.7%,85.3%,0.0%,89,87,199,43.7%
105962,355,3602,State-funded primary,230,116,114,50.4%,49.6%,3,1.3%,53,23.0%,93,136,1,40.4%,59.1%,0.4%,118,108,206,52.4%
105963,355,3609,State-funded primary,231,108,123,46.8%,53.2%,4,1.7%,49,21.2%,95,136,0,41.1%,58.9%,0.0%,131,121,206,58.7%
105964,355,3612,State-funded primary,216,108,108,50.0%,50.0%,4,1.9%,37,17.1%,112,104,0,51.9%,48.1%,0.0%,60,58,197,29.4%
105965,355,3615,State-funded primary,224,110,114,49.1%,50.9%,0,0.0%,47,21.0%,107,113,4,47.8%,50.4%,1.8%,85,77,198,38.9%
105966,355,3618,State-funded primary,414,188,226,45.4%,54.6%,3,0.7%,84,20.3%,55,359,0,13.3%,86.7%,0.0%,32,33,384,8.6%
105968,355,3622,State-funded primary,361,189,172,52.4%,47.6%,1,0.3%,51,14.1%,137,224,0,38.0%,62.0%,0.0%,49,46,331,13.9%
105970,355,3625,State-funded primary,504,231,273,45.8%,54.2%,21,4.2%,66,13.1%,162,341,1,32.1%,67.7%,0.2%,218,193,443,43.6%
105986,355,4616,State-funded secondary,936,477,459,51.0%,49.0%,28,3.0%,139,14.9%,149,787,0,15.9%,84.1%,0.0%,159,219,936,23.4%
105989,355,5400,State-funded secondary,1082,497,585,45.9%,54.1%,15,1.4%,184,17.0%,214,868,0,19.8%,80.2%,0.0%,238,278,1082,25.7%
105991,355,6004,Independent school,146,78,68,53.4%,46.6%,0,0.0%,8,5.5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105992,355,6005,Independent school,478,217,261,45.4%,54.6%,0,0.0%,89,18.6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105993,355,6007,Independent school,356,0,356,0.0%,100.0%,0,0.0%,39,11.0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105996,355,6011,Independent school,649,649,0,100.0%,0.0%,9,1.4%,64,9.9%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105997,351,6012,Independent school,56,29,27,51.8%,48.2%,1,1.8%,2,3.6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105999,355,6020,Independent school,68,0,68,0.0%,100.0%,0,0.0%,0,0.0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106001,355,6023,Independent school,114,54,60,47.4%,52.6%,3,2.6%,30,26.3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106002,355,6024,Independent school,503,0,503,0.0%,100.0%,3,0.6%,82,16.3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106003,355,6027,Independent school,244,244,0,100.0%,0.0%,6,2.5%,6,2.5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106004,355,6028,Independent school,90,80,10,88.9%,11.1%,1,1.1%,5,5.6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106015,356,1002,State-funded nursery,103,40,63,38.8%,61.2%,7,6.8%,32,31.1%,12,91,0,11.7%,88.3%,0.0%,29,0,0,0.0%
106016,356,1003,State-funded nursery,60,25,35,41.7%,58.3%,0,0.0%,13,21.7%,16,44,0,26.7%,73.3%,0.0%,19,0,0,0.0%
106018,356,1005,State-funded nursery,138,59,79,42.8%,57.2%,0,0.0%,10,7.2%,12,125,1,8.7%,90.6%,0.7%,13,0,0,0.0%
106021,356,1008,State-funded nursery,79,39,40,49.4%,50.6%,0,0.0%,11,13.9%,11,65,3,13.9%,82.3%,3.8%,2,0,0,0.0%
106022,356,1100,State-funded AP school,0,0,0,0.0%,0.0%,0,0.0%,0,0.0%,0,0,0,0.0%,0.0%,0.0%,0,0,0,0.0%
106023,356,1101,State-funded AP school,13,13,0,100.0%,0.0%,4,30.8%,6,46.2%,1,12,0,7.7%,92.3%,0.0%,8,2,5,40.0%
106024,356,2000,State-funded primary,331,168,163,50.8%,49.2%,23,6.9%,68,20.5%,39,292,0,11.8%,88.2%,0.0%,179,176,304,57.9%
106027,356,2005,State-funded primary,304,161,143,53.0%,47.0%,6,2.0%,17,5.6%,11,293,0,3.6%,96.4%,0.0%,41,41,266,15.4%
106028,356,2006,State-funded primary,353,167,186,47.3%,52.7%,10,2.8%,45,12.7%,5,348,0,1.4%,98.6%,0.0%,69,72,353,20.4%
106029,356,2007,State-funded primary,210,105,105,50.0%,50.0%,6,2.9%,40,19.0%,61,149,0,29.0%,71.0%,0.0%,14,15,210,7.1%
106032,356,2012,State-funded primary,214,100,114,46.7%,53.3%,6,2.8%,29,13.6%,31,183,0,14.5%,85.5%,0.0%,138,133,195,68.2%
106034,356,2015,State-funded primary,506,256,250,50.6%,49.4%,13,2.6%,83,16.4%,46,460,0,9.1%,90.9%,0.0%,110,109,477,22.9%
106036,356,2017,State-funded primary,178,90,88,50.6%,49.4%,15,8.4%,14,7.9%,2,176,0,1.1%,98.9%,0.0%,19,19,178,10.7%
106038,356,2021,State-funded primary,263,134,129,51.0%,49.0%,5,1.9%,24,9.1%,59,204,0,22.4%,77.6%,0.0%,45,42,236,17.8%
106043,356,2027,State-funded primary,360,167,193,46.4%,53.6%,16,4.4%,55,15.3%,40,320,0,11.1%,88.9%,0.0%,146,131,301,43.5%
106045,356,2030,State-funded primary,418,204,214,48.8%,51.2%,16,3.8%,48,11.5%,123,295,0,29.4%,70.6%,0.0%,56,59,382,15.4%
106046,356,2032,State-funded primary,244,126,118,51.6%,48.4%,4,1.6%,37,15.2%,5,239,0,2.0%,98.0%,0.0%,36,31,213,14.6%
106048,356,2037,State-funded primary,275,120,155,43.6%,56.4%,4,1.5%,27,9.8%,35,240,0,12.7%,87.3%,0.0%,18,17,235,7.2%
106049,356,2038,State-funded primary,312,150,162,48.1%,51.9%,8,2.6%,34,10.9%,26,286,0,8.3%,91.7%,0.0%,37,39,312,12.5%
106050,356,2039,State-funded primary,338,165,173,48.8%,51.2%,12,3.6%,27,8.0%,3,335,0,0.9%,99.1%,0.0%,26,25,308,8.1%
106051,356,2044,State-funded primary,174,87,87,50.0%,50.0%,0,0.0%,23,13.2%,9,165,0,5.2%,94.8%,0.0%,16,17,159,10.7%
106052,356,2046,State-funded primary,257,120,137,46.7%,53.3%,2,0.8%,11,4.3%,49,207,1,19.1%,80.5%,0.4%,6,6,257,2.3%
106054,356,2048,State-funded primary,165,71,94,43.0%,57.0%,11,6.7%,23,13.9%,47,118,0,28.5%,71.5%,0.0%,74,72,151,47.7%
106055,356,2049,State-funded primary,239,130,109,54.4%,45.6%,4,1.7%,22,9.2%,62,177,0,25.9%,74.1%,0.0%,7,7,208,3.4%
106056,356,2052,State-funded primary,158,80,78,50.6%,49.4%,11,7.0%,63,39.9%,33,125,0,20.9%,79.1%,0.0%,88,88,158,55.7%
106057,356,2053,State-funded primary,347,158,189,45.5%,54.5%,6,1.7%,42,12.1%,6,341,0,1.7%,98.3%,0.0%,14,15,347,4.3%
106059,356,2058,State-funded primary,217,108,109,49.8%,50.2%,3,1.4%,22,10.1%,107,110,0,49.3%,50.7%,0.0%,54,54,193,28.0%
106062,356,2063,State-funded primary,275,144,131,52.4%,47.6%,4,1.5%,50,18.2%,27,248,0,9.8%,90.2%,0.0%,30,24,210,11.4%
106063,356,2064,State-funded primary,341,151,190,44.3%,55.7%,5,1.5%,36,10.6%,39,302,0,11.4%,88.6%,0.0%,46,51,341,15.0%
106064,356,2066,State-funded primary,452,220,232,48.7%,51.3%,5,1.1%,46,10.2%,12,440,0,2.7%,97.3%,0.0%,18,20,417,4.8%
106065,356,2067,State-funded primary,413,202,211,48.9%,51.1%,8,1.9%,57,13.8%,43,370,0,10.4%,89.6%,0.0%,27,27,413,6.5%
106071,356,2079,State-funded primary,227,117,110,51.5%,48.5%,5,2.2%,7,3.1%,70,157,0,30.8%,69.2%,0.0%,33,32,201,15.9%
106072,356,2080,State-funded primary,286,150,136,52.4%,47.6%,9,3.1%,23,8.0%,38,248,0,13.3%,86.7%,0.0%,16,16,258,6.2%
106073,356,2081,State-funded primary,645,324,321,50.2%,49.8%,13,2.0%,47,7.3%,82,563,0,12.7%,87.3%,0.0%,61,58,606,9.6%
106074,356,2082,State-funded primary,295,161,134,54.6%,45.4%,16,5.4%,34,11.5%,44,251,0,14.9%,85.1%,0.0%,104,109,295,36.9%
106075,356,2083,State-funded primary,458,220,238,48.0%,52.0%,9,2.0%,35,7.6%,27,431,0,5.9%,94.1%,0.0%,46,47,419,11.2%
106076,356,2084,State-funded primary,555,262,293,47.2%,52.8%,24,4.3%,64,11.5%,24,531,0,4.3%,95.7%,0.0%,83,84,521,16.1%
106079,356,2087,State-funded primary,233,124,109,53.2%,46.8%,6,2.6%,16,6.9%,79,154,0,33.9%,66.1%,0.0%,41,35,211,16.6%
106080,356,2088,State-funded primary,208,97,111,46.6%,53.4%,11,5.3%,34,16.3%,36,169,3,17.3%,81.3%,1.4%,7,8,208,3.8%
106081,356,2089,State-funded primary,218,103,115,47.2%,52.8%,4,1.8%,21,9.6%,19,199,0,8.7%,91.3%,0.0%,10,10,204,4.9%
106082,356,2090,State-funded primary,339,170,169,50.1%,49.9%,10,2.9%,56,16.5%,56,283,0,16.5%,83.5%,0.0%,81,75,305,24.6%
106083,356,2091,State-funded primary,428,224,204,52.3%,47.7%,3,0.7%,67,15.7%,19,409,0,4.4%,95.6%,0.0%,40,44,396,11.1%
106084,356,2092,State-funded primary,201,98,103,48.8%,51.2%,6,3.0%,38,18.9%,44,157,0,21.9%,78.1%,0.0%,94,86,184,46.7%
106089,356,2103,State-funded primary,422,222,200,52.6%,47.4%,4,0.9%,33,7.8%,50,372,0,11.8%,88.2%,0.0%,15,15,422,3.6%
106090,356,2104,State-funded primary,215,107,108,49.8%,50.2%,8,3.7%,11,5.1%,13,202,0,6.0%,94.0%,0.0%,2,3,215,1.4%
106091,356,2105,State-funded primary,340,167,173,49.1%,50.9%,6,1.8%,36,10.6%,125,215,0,36.8%,63.2%,0.0%,98,95,310,30.6%
106093,356,2107,State-funded primary,259,130,129,50.2%,49.8%,5,1.9%,29,11.2%,116,143,0,44.8%,55.2%,0.0%,51,53,259,20.5%
106094,356,2108,State-funded primary,204,99,105,48.5%,51.5%,9,4.4%,15,7.4%,50,154,0,24.5%,75.5%,0.0%,52,52,183,28.4%
106097,356,2111,State-funded primary,210,95,115,45.2%,54.8%,5,2.4%,13,6.2%,6,204,0,2.9%,97.1%,0.0%,3,3,210,1.4%
106098,356,2112,State-funded primary,472,228,244,48.3%,51.7%,2,0.4%,46,9.7%,60,411,1,12.7%,87.1%,0.2%,35,37,442,8.4%
106099,356,2113,State-funded primary,382,179,203,46.9%,53.1%,4,1.0%,59,15.4%,119,263,0,31.2%,68.8%,0.0%,101,103,347,29.7%
106100,356,2114,State-funded primary,527,258,269,49.0%,51.0%,8,1.5%,77,14.6%,51,476,0,9.7%,90.3%,0.0%,131,130,497,26.2%
106102,356,3000,State-funded primary,214,108,106,50.5%,49.5%,2,0.9%,26,12.1%,3,211,0,1.4%,98.6%,0.0%,26,28,214,13.1%
106103,356,3001,State-funded primary,214,110,104,51.4%,48.6%,6,2.8%,26,12.1%,32,182,0,15.0%,85.0%,0.0%,95,92,194,47.4%
106105,356,3005,State-funded primary,206,99,107,48.1%,51.9%,3,1.5%,25,12.1%,31,174,1,15.0%,84.5%,0.5%,9,9,206,4.4%
106106,356,3006,State-funded primary,193,100,93,51.8%,48.2%,7,3.6%,26,13.5%,7,186,0,3.6%,96.4%,0.0%,50,51,193,26.4%
106108,356,3008,State-funded primary,391,194,197,49.6%,50.4%,10,2.6%,60,15.3%,36,355,0,9.2%,90.8%,0.0%,207,195,357,54.6%
106109,356,3009,State-funded primary,154,83,71,53.9%,46.1%,2,1.3%,35,22.7%,34,120,0,22.1%,77.9%,0.0%,74,76,137,55.5%
106111,356,3500,State-funded primary,282,139,143,49.3%,50.7%,12,4.3%,10,3.5%,28,254,0,9.9%,90.1%,0.0%,12,11,253,4.3%
106112,356,3501,State-funded primary,358,175,183,48.9%,51.1%,9,2.5%,33,9.2%,39,319,0,10.9%,89.1%,0.0%,14,15,358,4.2%
106113,356,3505,State-funded primary,203,118,85,58.1%,41.9%,7,3.4%,17,8.4%,38,165,0,18.7%,81.3%,0.0%,11,11,203,5.4%
106114,356,3506,State-funded primary,192,92,100,47.9%,52.1%,2,1.0%,26,13.5%,25,167,0,13.0%,87.0%,0.0%,54,56,192,29.2%
106115,356,3507,State-funded primary,182,102,80,56.0%,44.0%,7,3.8%,18,9.9%,52,130,0,28.6%,71.4%,0.0%,71,71,164,43.3%
106116,356,3509,State-funded primary,224,103,121,46.0%,54.0%,7,3.1%,37,16.5%,36,188,0,16.1%,83.9%,0.0%,90,83,202,41.1%
106117,356,3510,State-funded primary,208,93,115,44.7%,55.3%,9,4.3%,17,8.2%,8,200,0,3.8%,96.2%,0.0%,17,18,208,8.7%
106122,356,3515,State-funded primary,127,74,53,58.3%,41.7%,6,4.7%,21,16.5%,28,99,0,22.0%,78.0%,0.0%,46,46,121,38.0%
106124,356,3517,State-funded primary,114,60,54,52.6%,47.4%,3,2.6%,27,23.7%,32,82,0,28.1%,71.9%,0.0%,78,75,102,73.5%
106125,356,3518,State-funded primary,207,106,101,51.2%,48.8%,3,1.4%,12,5.8%,25,182,0,12.1%,87.9%,0.0%,9,9,207,4.3%
106126,356,3519,State-funded primary,184,91,93,49.5%,50.5%,5,2.7%,28,15.2%,21,162,1,11.4%,88.0%,0.5%,52,53,184,28.8%
106127,356,3520,State-funded primary,219,109,110,49.8%,50.2%,5,2.3%,28,12.8%,72,147,0,32.9%,67.1%,0.0%,29,29,189,15.3%
106128,356,3521,State-funded primary,640,314,326,49.1%,50.9%,14,2.2%,50,7.8%,99,541,0,15.5%,84.5%,0.0%,50,53,601,8.8%
106129,356,3522,State-funded primary,394,187,207,47.5%,52.5%,6,1.5%,34,8.6%,34,350,10,8.6%,88.8%,2.5%,30,30,394,7.6%
106133,356,4032,State-funded secondary,1265,592,673,46.8%,53.2%,53,4.2%,196,15.5%,110,1155,0,8.7%,91.3%,0.0%,144,166,1265,13.1%
106135,356,4034,State-funded secondary,1294,637,657,49.2%,50.8%,32,2.5%,194,15.0%,76,1218,0,5.9%,94.1%,0.0%,328,368,1294,28.4%
106138,356,4037,State-funded secondary,1562,762,800,48.8%,51.2%,30,1.9%,230,14.7%,32,1520,10,2.0%,97.3%,0.6%,173,201,1562,12.9%
106139,356,4038,State-funded secondary,1232,625,607,50.7%,49.3%,12,1.0%,130,10.6%,164,1065,3,13.3%,86.4%,0.2%,222,254,1232,20.6%
106142,356,4600,State-funded secondary,807,392,415,48.6%,51.4%,24,3.0%,69,8.6%,82,725,0,10.2%,89.8%,0.0%,107,121,807,15.0%
106143,356,4601,State-funded secondary,799,416,383,52.1%,47.9%,27,3.4%,102,12.8%,130,669,0,16.3%,83.7%,0.0%,205,232,799,29.0%
106147,356,6004,Independent school,113,59,54,52.2%,47.8%,3,2.7%,31,27.4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106148,356,6005,Independent school,239,115,124,48.1%,51.9%,0,0.0%,19,7.9%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106149,356,6007,Independent school,491,10,481,2.0%,98.0%,0,0.0%,57,11.6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106151,356,6009,Independent school,218,82,136,37.6%,62.4%,16,7.3%,51,23.4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106154,356,6016,Independent school,49,24,25,49.0%,51.0%,1,2.0%,8,16.3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106156,356,6018,Independent school,1552,712,840,45.9%,54.1%,3,0.2%,257,16.6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106157,356,6019,Independent school,1517,705,812,46.5%,53.5%,3,0.2%,261,17.2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106158,356,6021,Independent school,30,16,14,53.3%,46.7%,0,0.0%,1,3.3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106162,356,6025,Independent school,70,15,55,21.4%,78.6%,70,100.0%,0,0.0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106166,356,7502,Non-maintained special school,54,14,40,25.9%,74.1%,54,100.0%,0,0.0%,1,53,0,1.9%,98.1%,0.0%,17,23,42,54.8%
106167,358,7503,Non-maintained special school,119,29,90,24.4%,75.6%,118,99.2%,1,0.8%,14,105,0,11.8%,88.2%,0.0%,51,60,101,59.4%
106168,356,7504,State-funded special school,58,22,36,37.9%,62.1%,55,94.8%,3,5.2%,6,52,0,10.3%,89.7%,0.0%,18,18,54,33.3%
106170,356,7506,State-funded special school,170,42,128,24.7%,75.3%,170,100.0%,0,0.0%,22,147,1,12.9%,86.5%,0.6%,63,63,170,37.1%
106172,356,7508,State-funded special school,324,96,228,29.6%,70.4%,324,100.0%,0,0.0%,13,310,1,4.0%,95.7%,0.3%,114,105,279,37.6%
106173,356,7509,State-funded special school,99,31,68,31.3%,68.7%,99,100.0%,0,0.0%,18,81,0,18.2%,81.8%,0.0%,43,26,58,44.8%
106179,357,2004,State-funded primary,183,86,97,47.0%,53.0%,7,3.8%,13,7.1%,1,182,0,0.5%,99.5%,0.0%,48,48,167,28.7%
106181,357,2006,State-funded primary,396,213,183,53.8%,46.2%,6,1.5%,58,14.6%,29,366,1,7.3%,92.4%,0.3%,200,201,362,55.5%
106184,357,2011,State-funded primary,198,99,99,50.0%,50.0%,3,1.5%,30,15.2%,10,187,1,5.1%,94.4%,0.5%,114,107,172,62.2%
106188,357,2018,State-funded primary,424,196,228,46.2%,53.8%,7,1.7%,51,12.0%,34,390,0,8.0%,92.0%,0.0%,88,95,399,23.8%
106189,357,2019,State-funded primary,231,122,109,52.8%,47.2%,4,1.7%,30,13.0%,3,228,0,1.3%,98.7%,0.0%,31,34,231,14.7%
106190,357,2020,State-funded primary,208,105,103,50.5%,49.5%,5,2.4%,45,21.6%,28,180,0,13.5%,86.5%,0.0%,68,70,187,37.4%
106192,357,2024,State-funded primary,242,102,140,42.1%,57.9%,6,2.5%,41,16.9%,37,205,0,15.3%,84.7%,0.0%,118,121,213,56.8%
106193,357,2025,State-funded primary,224,109,115,48.7%,51.3%,3,1.3%,25,11.2%,4,220,0,1.8%,98.2%,0.0%,23,23,198,11.6%
106195,357,2027,State-funded primary,233,116,117,49.8%,50.2%,8,3.4%,36,15.5%,10,223,0,4.3%,95.7%,0.0%,72,75,204,36.8%
106201,357,2037,State-funded primary,234,106,128,45.3%,54.7%,6,2.6%,34,14.5%,95,139,0,40.6%,59.4%,0.0%,100,100,208,48.1%
106203,357,2039,State-funded primary,207,98,109,47.3%,52.7%,5,2.4%,21,10.1%,11,196,0,5.3%,94.7%,0.0%,28,31,207,15.0%
106206,357,2042,State-funded primary,457,204,253,44.6%,55.4%,7,1.5%,45,9.8%,49,408,0,10.7%,89.3%,0.0%,149,149,416,35.8%
106207,357,2045,State-funded primary,455,234,221,51.4%,48.6%,10,2.2%,76,16.7%,98,357,0,21.5%,78.5%,0.0%,118,120,419,28.6%
106210,357,2051,State-funded primary,225,119,106,52.9%,47.1%,6,2.7%,35,15.6%,17,208,0,7.6%,92.4%,0.0%,36,34,199,17.1%
106212,357,2055,State-funded primary,438,224,214,51.1%,48.9%,5,1.1%,42,9.6%,55,382,1,12.6%,87.2%,0.2%,76,76,414,18.4%
106213,357,2056,State-funded primary,213,121,92,56.8%,43.2%,4,1.9%,26,12.2%,4,209,0,1.9%,98.1%,0.0%,44,46,213,21.6%
106214,357,2058,State-funded primary,338,165,173,48.8%,51.2%,20,5.9%,77,22.8%,44,294,0,13.0%,87.0%,0.0%,120,120,314,38.2%
106216,357,2063,State-funded primary,375,163,212,43.5%,56.5%,3,0.8%,44,11.7%,56,319,0,14.9%,85.1%,0.0%,76,77,359,21.4%
106219,357,2068,State-funded primary,439,218,221,49.7%,50.3%,10,2.3%,93,21.2%,32,405,2,7.3%,92.3%,0.5%,143,143,408,35.0%
106222,357,2073,State-funded primary,175,91,84,52.0%,48.0%,3,1.7%,5,2.9%,2,173,0,1.1%,98.9%,0.0%,17,17,175,9.7%
106226,357,3000,State-funded primary,217,114,103,52.5%,47.5%,4,1.8%,33,15.2%,6,211,0,2.8%,97.2%,0.0%,39,39,203,19.2%
106227,357,3001,State-funded primary,82,41,41,50.0%,50.0%,1,1.2%,10,12.2%,4,78,0,4.9%,95.1%,0.0%,24,24,82,29.3%
106228,357,3003,State-funded primary,333,167,166,50.2%,49.8%,5,1.5%,17,5.1%,6,327,0,1.8%,98.2%,0.0%,57,58,318,18.2%
106229,357,3019,State-funded primary,196,93,103,47.4%,52.6%,7,3.6%,39,19.9%,42,154,0,21.4%,78.6%,0.0%,105,107,196,54.6%
106234,357,3026,State-funded primary,246,127,119,51.6%,48.4%,2,0.8%,37,15.0%,2,244,0,0.8%,99.2%,0.0%,48,48,223,21.5%
106235,357,3027,State-funded primary,215,113,102,52.6%,47.4%,6,2.8%,51,23.7%,19,196,0,8.8%,91.2%,0.0%,60,64,193,33.2%
106237,357,3303,State-funded primary,137,69,68,50.4%,49.6%,2,1.5%,24,17.5%,0,137,0,0.0%,100.0%,0.0%,21,21,137,15.3%
106238,357,3304,State-funded primary,216,116,100,53.7%,46.3%,3,1.4%,23,10.6%,3,213,0,1.4%,98.6%,0.0%,30,28,203,13.8%
106239,357,3305,State-funded primary,197,99,98,50.3%,49.7%,5,2.5%,57,28.9%,27,170,0,13.7%,86.3%,0.0%,84,87,179,48.6%
106240,357,3308,State-funded primary,206,97,109,47.1%,52.9%,8,3.9%,31,15.0%,10,195,1,4.9%,94.7%,0.5%,41,44,206,21.4%
106241,357,3309,State-funded primary,231,104,127,45.0%,55.0%,3,1.3%,37,16.0%,15,216,0,6.5%,93.5%,0.0%,26,25,205,12.2%
106242,357,3310,State-funded primary,214,105,109,49.1%,50.9%,5,2.3%,10,4.7%,20,194,0,9.3%,90.7%,0.0%,28,29,188,15.4%
106244,357,3312,State-funded primary,243,125,118,51.4%,48.6%,5,2.1%,17,7.0%,216,27,0,88.9%,11.1%,0.0%,76,81,208,38.9%
106245,357,3313,State-funded primary,205,90,115,43.9%,56.1%,10,4.9%,29,14.1%,89,116,0,43.4%,56.6%,0.0%,119,132,205,64.4%
106246,357,3314,State-funded primary,206,95,111,46.1%,53.9%,10,4.9%,30,14.6%,59,147,0,28.6%,71.4%,0.0%,75,76,206,36.9%
106247,357,3316,State-funded primary,228,114,114,50.0%,50.0%,5,2.2%,14,6.1%,35,193,0,15.4%,84.6%,0.0%,49,44,201,21.9%
106248,357,3317,State-funded primary,140,71,69,50.7%,49.3%,1,0.7%,31,22.1%,9,131,0,6.4%,93.6%,0.0%,50,52,130,40.0%
106249,357,3319,State-funded primary,445,204,241,45.8%,54.2%,5,1.1%,84,18.9%,74,371,0,16.6%,83.4%,0.0%,95,95,419,22.7%
106252,357,3322,State-funded primary,230,106,124,46.1%,53.9%,8,3.5%,32,13.9%,19,211,0,8.3%,91.7%,0.0%,27,27,208,13.0%
106253,357,3323,State-funded primary,410,220,190,53.7%,46.3%,11,2.7%,40,9.8%,31,379,0,7.6%,92.4%,0.0%,105,106,380,27.9%
